Marca,Modello,Anno,Serie,Carrozzeria,Posti,Lunghezza,Larghezza,Altezza,Passo,Peso a vuoto,Altezza da terra,Volume bagagliaio,Massa totale,Alimentazione,Cilindrata,Cavalli,Cilindri,Diametro cilindro,Corsa pistone,Cambio,Trazione,Velocità massima,Consumo città,Consumo extraurbano,Consumo misto,Accelerazione a 100 km/h,Volume serbatoio
Nissan,Navara,1997,King Cab pickup 2-porte,Camioncino,5,5123,1720,1605,2949,,175,,,Benzina,3275,180,6,"91,5",83,Manuale,Completo di plug-in,,,,,"9,3",
Nissan,Navara,1997,Regular Cab pickup 2-porte,Camioncino,2,5020,1825,1700,2920,1825,230,,2860,Diesel,2488,133,4,89,100,Manuale,Completo di plug-in,160,"10,4","8,2","9,1",,75
Nissan,Navara,2001,Crew Cab pickup 4-porte,Camioncino,5,4980,1825,1590,2950,1635,230,,2740,Benzina,2389,120,4,89,96,Manuale,Completo di plug-in,155,"15,4","10,4","12,2","13,6",80
Nissan,Navara,2001,Crew Cab pickup 4-porte,Camioncino,5,4980,1825,1590,2950,,230,,,Benzina,2389,148,4,96,89,Manuale,Completo di plug-in,,,,,,80
Nissan,Navara,2001,Crew Cab pickup 4-porte,Camioncino,5,4980,1825,1590,2950,,230,,,Diesel,2488,82,4,93,92,Manuale,Posteriore,,,,,,80
Nissan,Navara,2001,Crew Cab pickup 4-porte,Camioncino,5,4980,1825,1590,2950,,230,,,Diesel,2488,82,4,93,92,Manuale,Completo di plug-in,,,,,,80
Nissan,Navara,2001,Crew Cab pickup 4-porte,Camioncino,5,4980,1825,1590,2950,,230,,,Diesel,2494,104,4,,,Manuale,Completo di plug-in,145,"13,1","9,4","10,7","17,4",80
Nissan,Navara,2001,Crew Cab pickup 4-porte,Camioncino,5,4980,1825,1590,2950,,230,,,Diesel,2480,134,4,,,Manuale,Completo di plug-in,,,,,,80
Nissan,Navara,2001,Crew Cab pickup 4-porte,Camioncino,5,4980,1825,1590,2950,,230,,,Diesel,2953,148,4,96,102,Manuale,Completo di plug-in,160,"11,8","8,2","9,6",13,80
Nissan,Navara,2001,Crew Cab pickup 4-porte,Camioncino,5,4980,1825,1590,2950,,230,,,Benzina,3275,180,6,"91,5",83,Automatico,Completo di plug-in,,,,,,80
Nissan,Navara,2001,Crew Cab pickup 4-porte,Camioncino,5,4980,1825,1590,2950,,230,,,Benzina,3275,180,6,"91,5",83,Manuale,Completo di plug-in,,,,,"9,3",80
Nissan,Navara,2001,King Cab pickup 2-porte,Camioncino,5,5123,1720,1605,2949,,175,,,Benzina,2388,150,4,89,96,Automatico,Posteriore,,,,,,
Nissan,Navara,2001,King Cab pickup 2-porte,Camioncino,5,5123,1720,1605,2949,,175,,,Benzina,2388,150,4,89,96,Manuale,Posteriore,,,,,,
Nissan,Navara,2001,King Cab pickup 2-porte,Camioncino,5,5123,1720,1605,2949,,175,,,Diesel,2488,133,4,89,100,Manuale,Posteriore,160,,,,13,
Nissan,Navara,2001,King Cab pickup 2-porte,Camioncino,5,5123,1720,1605,2949,,175,,,Diesel,2488,133,4,89,100,Manuale,Completo di plug-in,160,,,,"13,3",
Nissan,Navara,2001,King Cab pickup 2-porte,Camioncino,5,5123,1720,1605,2949,,175,,,Benzina,3275,180,6,"91,5",83,Automatico,Completo di plug-in,,,,,,
Nissan,Navara,2001,King Cab pickup 2-porte,Camioncino,5,5123,1720,1605,2949,,175,,,Benzina,3275,180,6,"91,5",83,Manuale,Completo di plug-in,,,,,"9,3",
Nissan,Navara,2001,Single Cab pickup 2-porte,Camioncino,2,5020,1825,1700,2920,1825,230,,2860,Diesel,2488,133,4,89,100,Manuale,Completo di plug-in,160,"10,4","8,2","9,1",,75
Nissan,Navara,2005,Pickup,Camioncino,5,5220,1850,1774,3200,2053,233,2091,2805,Diesel,2488,174,4,,,Automatico,Trazione integrale (AWD),170,"11,7","7,8","9,2","11,7",80
Nissan,Navara,2005,Pickup,Camioncino,5,5220,1850,1774,3200,2040,233,2091,2805,Diesel,2488,174,4,,,Manuale,Trazione integrale (AWD),170,"10,7","7,3","8,5","11,4",80
Nissan,Navara,2010,Double Cab pickup,Camioncino,5,5296,1848,1797,3200,2000,228,950,2805,Diesel,2488,190,4,89,100,Automatico,Completo di plug-in,178,"11,7","7,5",9,"10,7",80
Nissan,Navara,2010,Double Cab pickup,Camioncino,5,5296,1848,1797,3200,1960,216,950,2805,Diesel,2488,190,4,89,100,Manuale,Completo di plug-in,180,"10,7","7,2","8,5","11,1",80
Nissan,Navara,2010,Double Cab pickup,Camioncino,5,5296,1848,1906,3200,2150,230,,3010,Diesel,2991,231,6,84,90,Automatico,Completo di plug-in,195,"12,3","7,6","9,3","9,3",80
Nissan,Note,2005,Hatchback,Berlina,5,4083,1690,1550,2600,1167,,,1546,Benzina,1386,86,4,,,Manuale,Anteriore,165,"7,9","5,3","6,3","13,1",46
Nissan,Note,2005,Hatchback,Berlina,5,4083,1690,1550,2600,1278,,280,1641,Diesel,1461,103,4,,,Manuale,Anteriore,180,"5,8","4,7","5,1","11,1",46
Nissan,Note,2005,Hatchback,Berlina,5,4083,1691,1550,2600,1239,150,1332,1605,Diesel,1461,68,4,,,Manuale,Anteriore,155,"5,9","4,7","5,2","16,5",46
Nissan,Note,2005,Hatchback,Berlina,5,4083,1690,1550,2600,1240,,280,1610,Diesel,1461,86,4,,,Manuale,Anteriore,168,"5,9","4,6","5,1",13,46
Nissan,Note,2005,Hatchback,Berlina,5,4083,1691,1550,2600,1206,,1332,1580,Benzina,1598,110,4,,,Automatico,Anteriore,173,"9,3","5,8",7,"11,7",46
Nissan,Note,2005,Hatchback,Berlina,5,4083,1691,1550,2600,1182,150,1332,1560,Benzina,1598,110,4,,,Manuale,Anteriore,183,"8,5","5,5","6,6","10,7",46
Nissan,Note,2009,Hatchback,Berlina,5,4100,1691,1550,2600,1092,135,1332,1546,Benzina,1386,88,4,73,"82,8",Manuale,Anteriore,165,"7,3","5,1","5,9","13,4",46
Nissan,Note,2009,Hatchback,Berlina,5,4083,1691,1550,2600,1131,135,1332,1580,Benzina,1598,110,4,78,"83,6",Automatico,Anteriore,174,"9,1","5,4","6,8","11,7",46
Nissan,Note,2009,Hatchback,Berlina,5,4100,1691,1550,2600,1107,135,1332,1560,Benzina,1598,110,4,78,"83,6",Manuale,Anteriore,183,"8,5","5,5","6,6","10,7",46
Nissan,Note,2013,Hatchback,Berlina,5,4100,1695,1530,2600,1185,132,326,1510,Benzina,1198,98,4,,,Variatore,Anteriore,172,"6,1","4,7","5,2","12,2",
Nissan,Note,2013,Hatchback,Berlina,5,4100,1695,1530,2600,1185,132,326,1510,Benzina,1198,98,4,,,Manuale,Anteriore,181,"5,2","3,7","4,3","11,7",
Nissan,Note,2013,Hatchback,Berlina,5,4100,1695,1530,2600,1185,132,326,1510,Benzina,1198,80,4,,,Manuale,Anteriore,170,"5,9",4,"4,9","13,7",
Nissan,NP200,2008,Pickup,Camioncino,2,4499,1735,1554,2904,1055,177,,1890,Benzina,1598,86,4,"79,5","80,5",Manuale,Posteriore,,,,"8,1",,50
Nissan,NP200,2009,Pickup,Camioncino,2,4499,1735,1554,2905,1096,177,,1940,Diesel,1461,85,4,"79,5","80,5",Manuale,Posteriore,,,,"5,3",,50
Nissan,NP200,2009,Pickup,Camioncino,2,4499,1735,1554,2905,1083,177,,1918,Benzina,1598,103,4,"79,5","80,5",Manuale,Posteriore,,,,8,,50
Nissan,NP200,2009,Pickup,Camioncino,2,4499,1735,1554,2905,1055,177,,1890,Benzina,1598,86,4,"79,5","80,5",Manuale,Posteriore,,,,"8,1",,50
Nissan,NP300,2008,Double Cab pickup,Camioncino,5,5045,1825,1715,2950,1810,230,,2860,Diesel,2488,133,4,89,100,Manuale,Completo di plug-in,168,"10,4","8,5","9,2","13,7",75
Nissan,NV200,2009,Combi minivan,Minivan,5,4400,1695,1860,2725,1338,158,,2000,Diesel,1461,89,4,76,"80,5",Manuale,Anteriore,158,"5,8","4,9","5,3",,55
Nissan,NV200,2009,Combi minivan,Minivan,7,4400,1695,1860,2725,,158,,,Diesel,1461,89,4,76,"80,5",Manuale,Anteriore,158,,,,,55
Nissan,NV200,2009,Combi minivan,Minivan,7,4400,1695,1850,2725,1340,160,,1725,Benzina,1597,109,4,78,"83,6",Automatico,Anteriore,,"7,6",,,,55
Nissan,NV200,2009,Combi minivan,Minivan,5,4560,1755,1858,2725,1641,"153,4",,2220,Elettrico,,109,,,,Automatico,Anteriore,123,,,,14,
Nissan,NV200,2009,Combi minivan,Minivan,7,4560,1755,1858,2725,1677,"153,4",,2220,Elettrico,,109,,,,Automatico,Anteriore,123,,,,14,
Nissan,NV350,2012,Caravan minivan,Minivan,5,4695,1695,1990,2555,1810,170,,2935,Benzina,1998,129,4,89,"80,3",Automatico,Posteriore,,,,"10,3",,65
Nissan,NV350,2012,Caravan minivan,Minivan,6,4695,1695,1990,2555,1750,170,,3030,Benzina,1998,129,4,89,"80,3",Automatico,Posteriore,,,,"10,1",,65
Nissan,NV350,2012,Caravan minivan,Minivan,8,5230,1880,2285,2940,2100,170,,2860,Benzina,2488,147,4,89,100,Automatico,Posteriore,,,,,,65
Nissan,NV350,2012,Caravan minivan,Minivan,8,4695,1695,1990,2555,1870,170,,2420,Benzina,2488,147,4,89,100,Automatico,Posteriore,,,,,,65
Nissan,NV350,2012,Caravan minivan,Minivan,8,5080,1695,2285,2940,1990,170,,2540,Benzina,2488,147,4,89,100,Automatico,Posteriore,,,,,,65
Nissan,NV350,2012,Caravan minivan,Minivan,8,5230,1880,2285,2940,2090,170,,2860,Benzina,2488,147,4,89,100,Manuale,Posteriore,,,,"11,63",,65
Nissan,NV350,2012,Caravan minivan,Minivan,8,4695,1695,1990,2555,1860,170,,2410,Benzina,2488,147,4,89,100,Manuale,Posteriore,,,,"10,99",,65
Nissan,NV350,2012,Caravan minivan,Minivan,8,5080,1695,2285,2940,1980,170,,2530,Benzina,2488,147,4,89,100,Manuale,Posteriore,,,,"11,24",,65
Nissan,NV350,2012,Caravan minivan,Minivan,8,5230,1880,2285,2940,2260,170,,3030,Diesel,2488,129,4,89,100,Automatico,Posteriore,,,,,,65
Nissan,NV350,2012,Caravan minivan,Minivan,5,4695,1695,1990,2555,2070,170,,3195,Diesel,2488,129,4,89,100,Automatico,Trazione integrale (AWD),,,,"8,8",,65
Nissan,NV350,2012,Caravan minivan,Minivan,6,4695,1695,1990,2555,2010,170,,3190,Diesel,2488,129,4,89,100,Automatico,Trazione integrale (AWD),,,,"8,8",,65
Nissan,NV350,2012,Caravan minivan,Minivan,8,5230,1880,2285,2940,2250,170,,3020,Diesel,2488,129,4,89,100,Manuale,Posteriore,,,,"8,93",,65
Nissan,Otti,2005,Hatchback,Berlina,4,3395,1475,1550,2340,860,150,,1080,Benzina,657,50,3,,,Automatico,Trazione integrale (AWD),145,,,"5,6",,30
Nissan,Otti,2005,Hatchback,Berlina,4,3395,1475,1550,2340,840,150,,1080,Benzina,657,50,3,,,Manuale,Trazione integrale (AWD),147,,,"5,1",,30
Nissan,Otti,2005,Hatchback,Berlina,4,3395,1475,1550,2340,900,150,,1080,Benzina,657,50,3,,,Automatico,Trazione integrale (AWD),165,,,"6,6",,30
Nissan,Otti,2005,Hatchback,Berlina,4,3395,1475,1550,2340,810,150,,1080,Benzina,657,50,3,,,Automatico,Anteriore,145,,,"5,2",,30
Nissan,Otti,2005,Hatchback,Berlina,4,3395,1475,1550,2340,790,150,,1080,Benzina,657,50,3,,,Manuale,Anteriore,149,,,"4,7",,30
Nissan,Otti,2005,Hatchback,Berlina,4,3395,1475,1550,2340,850,150,,1080,Benzina,657,50,3,,,Automatico,Anteriore,165,,,"6,2",,30
Nissan,Otti,2006,Hatchback,Berlina,4,3395,1475,1550,2340,880,140,,1100,Benzina,657,50,3,,,Automatico,Trazione integrale (AWD),145,,,"5,5",,30
Nissan,Otti,2006,Hatchback,Berlina,4,3395,1475,1550,2340,830,140,,1050,Benzina,657,50,3,,,Automatico,Anteriore,145,,,"5,3",,30
Nissan,Otti,2006,RS hatchback 5-porte,Berlina,4,3395,1475,1550,2340,890,140,,1110,Benzina,657,50,3,,,Automatico,Trazione integrale (AWD),145,,,"5,5",,30
Nissan,Otti,2006,RS hatchback 5-porte,Berlina,4,3395,1475,1550,2340,840,140,,1060,Benzina,657,50,3,65,66,Automatico,Anteriore,145,,,"5,3",,30
Nissan,Otti,2006,RX hatchback 5-porte,Berlina,4,3395,1475,1550,2340,920,160,,1140,Benzina,657,64,3,,,Automatico,Trazione integrale (AWD),145,,,"6,6",,30
Nissan,Otti,2006,RX hatchback 5-porte,Berlina,4,3395,1475,1550,2340,870,160,,1090,Benzina,657,64,3,,,Automatico,Anteriore,145,,,"5,9",,30
Nissan,Otti,2006,Slide hatchback 5-porte,Berlina,4,3395,1475,1550,2340,890,140,,1110,Benzina,657,50,3,65,66,Automatico,Trazione integrale (AWD),145,,,"5,5",,30
Nissan,Otti,2006,Slide hatchback 5-porte,Berlina,4,3395,1475,1550,2340,840,140,,1060,Benzina,657,50,3,,,Automatico,Anteriore,145,,,"5,2",,30
Nissan,Paladin,2003,SUV,SUV,5,4522,1788,1763,2650,1675,220,,,Benzina,2389,150,4,89,96,Manuale,Posteriore,160,,,,13,60
Nissan,Paladin,2003,SUV,SUV,5,4522,1788,1763,2650,1620,220,,,Benzina,2389,150,4,89,96,Manuale,Completo di plug-in,165,"12,4","9,8","11,1",13,60
Nissan,Paladin,2003,SUV,SUV,5,4522,1788,1763,2650,1875,220,,,Benzina,3275,170,6,91,83,Automatico,Completo di plug-in,192,"14,7","12,7","13,8",14,60
Nissan,Pao,1989,Canvas top hatchback 3-porte,Berlina,5,3740,1570,1480,2300,760,165,,,Benzina,987,52,4,68,68,Automatico,Anteriore,,"6,9","4,3","5,5",,40
Nissan,Pao,1989,Canvas top hatchback 3-porte,Berlina,5,3740,1570,1480,2300,730,165,,1035,Benzina,987,52,4,68,68,Manuale,Anteriore,,"5,4","3,4","4,5",,40
Nissan,Pathfinder,1996,SUV,SUV,5,4530,1840,1750,2700,1830,210,1670,,Diesel,2664,131,4,,,Automatico,Trazione integrale (AWD),155,14,10,,,80
Nissan,Pathfinder,1996,SUV,SUV,5,4530,1840,1750,2700,1830,210,1670,,Diesel,2664,131,4,,,Manuale,Trazione integrale (AWD),155,14,10,,,80
Nissan,Pathfinder,1996,SUV,SUV,5,4530,1840,1750,2700,1900,210,1670,,Diesel,3153,150,4,,,Automatico,Trazione integrale (AWD),160,15,10,,,80
Nissan,Pathfinder,1996,SUV,SUV,5,4530,1840,1750,2700,1900,210,1670,,Diesel,3153,150,4,,,Manuale,Posteriore,160,15,10,,,80
Nissan,Pathfinder,1996,SUV,SUV,5,4530,1840,1750,2700,1890,210,1670,2360,Benzina,3275,150,6,,,Manuale,Trazione integrale (AWD),172,"17,7","10,4",,12,80
Nissan,Pathfinder,1999,SUV,SUV,5,4640,1820,1750,2700,1830,210,1670,,Diesel,2664,131,4,,,Manuale,Trazione integrale (AWD),155,14,10,,,80
Nissan,Pathfinder,1999,SUV,SUV,5,4640,1820,1750,2700,1900,210,1670,,Diesel,3153,150,4,,,Automatico,Trazione integrale (AWD),150,15,10,,,80
Nissan,Pathfinder,1999,SUV,SUV,5,4640,1820,1750,2700,1950,210,1670,2400,Benzina,3498,220,6,,,Automatico,Trazione integrale (AWD),175,"18,7",12,"14,5","10,3",80
Nissan,Pathfinder,1999,SUV,SUV,5,4640,1820,1750,2700,1900,210,2400,,Benzina,3498,243,6,,,Automatico,Trazione integrale (AWD),164,"15,7",,"14,7","9,2",80
Nissan,Pathfinder,1999,SUV,SUV,5,4640,1820,1750,2700,1900,210,2407,,Benzina,3498,253,6,,,Manuale,Trazione integrale (AWD),177,"13,1","12,4",,"8,8",80
Nissan,Pathfinder,1999,SUV,SUV,5,4640,1820,1750,2700,1800,210,2407,2290,Benzina,3498,243,6,,,Automatico,Posteriore,164,"14,7","12,4",,"9,2",80
Nissan,Pathfinder,2004,SUV,SUV,7,4740,1850,1865,2850,2195,238,2091,2880,Diesel,2488,174,4,,,Automatico,Completo di plug-in,174,"13,2","8,3","10,1","11,6",80
Nissan,Pathfinder,2004,SUV,SUV,7,4740,1850,1865,2850,2132,238,2091,2793,Diesel,2488,174,4,,,Manuale,Completo di plug-in,175,"11,5","7,6",9,"11,5",80
Nissan,Pathfinder,2004,SUV,SUV,7,4740,1850,1865,2850,2165,238,2091,2880,Benzina,3954,269,6,,,Automatico,Completo di plug-in,190,"18,7","10,5","13,5","8,9",80
Nissan,Pathfinder,2010,SUV,SUV,5,4813,1848,1858,2853,2140,228,2091,2880,Diesel,2488,190,4,89,100,Automatico,Completo di plug-in,186,12,"7,3",9,"10,7",80
Nissan,Pathfinder,2010,SUV,SUV,5,4813,1848,1781,2853,2060,228,2091,2880,Diesel,2488,190,4,89,100,Manuale,Completo di plug-in,186,"10,8","7,2","8,5",11,80
Nissan,Pathfinder,2010,SUV,SUV,5,4813,1848,1858,2853,2090,228,2091,2880,Diesel,2488,190,4,89,100,Manuale,Completo di plug-in,186,"10,8","7,2","8,5",11,80
Nissan,Pathfinder,2010,SUV,SUV,5,4813,1848,1846,2853,2210,216,2091,2980,Diesel,2993,231,6,84,90,Automatico,Completo di plug-in,200,"12,5","7,5","9,3","8,9",80
Nissan,Pathfinder,2013,SUV,SUV,7,5008,1960,"1767,5",2900,2083,"181,5",2260,,Ibrido,2488,250,6,89,100,Variatore,Trazione integrale (AWD),190,"10,9","7,5","8,7","8,7",74
Nissan,Pathfinder,2013,SUV,SUV,7,5008,1960,"1767,5",2900,1985,"181,5",2260,,Benzina,3498,249,6,"95,5","81,4",Variatore,Trazione integrale (AWD),190,"13,7","8,6","10,4","8,5",74
Nissan,Pathfinder,1987,SUV 3-porte,SUV,5,4365,1690,1680,2650,1540,210,1550,2250,Benzina,2388,103,4,89,96,Manuale,Completo di plug-in,155,16,"9,6","12,5",,80
Nissan,Pathfinder,1987,SUV 3-porte,SUV,5,4365,1690,1680,2650,1670,210,1550,2300,Diesel,2663,99,4,96,92,Automatico,Completo di plug-in,150,12,8,"10,3",18,80
Nissan,Pathfinder,1987,SUV 3-porte,SUV,5,4365,1690,1680,2650,1670,210,1550,2300,Diesel,2663,99,4,96,92,Manuale,Completo di plug-in,150,12,8,"10,3",18,80
Nissan,Pathfinder,1987,SUV 3-porte,SUV,5,4365,1690,1680,2650,1835,210,1550,2300,Benzina,2960,148,6,87,83,Automatico,Completo di plug-in,166,"15,4","10,6","14,3","12,6",80
Nissan,Pathfinder,1987,SUV 3-porte,SUV,5,4365,1690,1680,2650,1835,210,1550,2300,Benzina,2960,148,6,87,83,Manuale,Completo di plug-in,166,"15,4","10,6","14,3","12,6",80
Nissan,Pathfinder,1987,SUV 5-porte,SUV,5,4365,1690,1680,2650,1670,210,1550,2300,Diesel,2663,99,4,96,92,Automatico,Completo di plug-in,,,,,,
Nissan,Pathfinder,1987,SUV 5-porte,SUV,5,4365,1690,1680,2650,1670,210,1550,2300,Diesel,2663,99,4,96,92,Manuale,Completo di plug-in,150,12,8,"10,3",18,80
Nissan,Pathfinder,1987,SUV 5-porte,SUV,5,4365,1690,1680,2650,1835,210,1550,2300,Benzina,2960,148,6,87,83,Automatico,Completo di plug-in,,,,,,80
Nissan,Pathfinder,1987,SUV 5-porte,SUV,5,4365,1690,1680,2650,1835,210,1550,2300,Benzina,2960,148,6,87,83,Manuale,Completo di plug-in,166,"15,4","10,6","14,3","12,6",80
Nissan,Patrol,1980,SUV 5-porte,SUV,7,5140,1940,1770,2970,2165,190,,3135,Benzina,2753,118,6,86,79,Manuale,Trazione integrale (AWD),140,18,"11,8","14,6",18,
Nissan,Patrol,1980,SUV 5-porte,SUV,7,5140,1940,1770,2970,2165,190,,3135,Diesel,3245,82,6,85,83,Manuale,Trazione integrale (AWD),135,"16,5","10,9","12,4",17,
Nissan,Patrol,1986,SUV 3-porte,SUV,5,4249,1801,1840,2400,,216,,,Diesel,2826,92,6,85,83,Manuale,Trazione integrale (AWD),135,"14,6","11,2","12,5",17,
Nissan,Patrol,1986,SUV 3-porte,SUV,5,4249,1801,1801,2400,,216,,,Benzina,2753,121,6,86,79,Manuale,Trazione integrale (AWD),140,"16,8","12,7","14,6",17,
Nissan,Patrol,1986,SUV 3-porte,SUV,5,4249,1801,1801,2400,,216,,,Diesel,3245,95,6,83,100,Manuale,Trazione integrale (AWD),135,"14,2",11,"12,3",21,
Nissan,Patrol,1986,SUV 3-porte,SUV,5,4249,1801,1801,2400,,216,,,Diesel,3245,110,6,83,100,Manuale,Trazione integrale (AWD),145,"14,5","11,1","12,5",21,
Nissan,Patrol,1986,SUV 5-porte,SUV,7,4821,1801,1791,2969,2020,216,,2700,Diesel,2826,92,6,85,83,Manuale,Trazione integrale (AWD),135,"14,8","11,2","12,4",18,
Nissan,Patrol,1986,SUV 5-porte,SUV,7,4821,1801,1791,2969,,216,,,Benzina,2753,121,6,86,79,Manuale,Trazione integrale (AWD),135,"18,5","12,8","14,8",18,
Nissan,Patrol,1986,SUV 5-porte,SUV,7,4821,1801,1791,2969,,216,,,Diesel,3245,110,6,83,100,Manuale,Trazione integrale (AWD),145,"14,8","11,2","12,5",18,
Nissan,Patrol,1986,SUV 5-porte,SUV,7,4821,1801,1791,2969,,216,,,Diesel,3245,95,6,83,100,Manuale,Trazione integrale (AWD),135,"14,2","11,1","12,1",19,
Nissan,Patrol,1982,SUV,SUV,7,5140,1940,1770,2970,2165,190,,3135,Benzina,2752,118,6,86,79,Manuale,Trazione integrale (AWD),140,18,"11,8","14,6",18,
Nissan,Patrol,1982,SUV,SUV,7,5140,1940,1770,2970,2165,190,,3135,Benzina,2962,124,6,96,102,Manuale,Trazione integrale (AWD),145,"18,5","11,9","14,8",17,
Nissan,Patrol,1982,SUV 3-porte,SUV,5,4460,1940,1800,2350,1810,215,,2640,Benzina,2389,105,6,86,79,Manuale,Trazione integrale (AWD),140,"16,2","12,8","14,6",18,
Nissan,Patrol,1982,SUV 3-porte,SUV,5,4460,1940,1800,2350,1810,215,,2640,Diesel,3246,95,6,83,100,Manuale,Trazione integrale (AWD),135,"14,2",11,"12,3",21,
Nissan,Patrol,1982,SUV 3-porte,SUV,5,4460,1940,1800,2350,1810,215,,2640,Diesel,3246,110,6,83,100,Manuale,Trazione integrale (AWD),145,"14,5","11,1","12,5",21,
Nissan,Patrol,1960,60 Soft Top SUV 2-porte,SUV,5,3770,1693,1980,2200,1565,222,,2075,Benzina,3967,125,6,,,Manuale,Trazione integrale (AWD),117,14,11,"13,2",,57
Nissan,Patrol,1960,KG60 Hard Top SUV 3-porte,SUV,5,3770,1693,1980,2200,1565,222,,2075,Benzina,3967,125,6,,,Manuale,Completo di plug-in,117,14,11,"13,2",,57
Nissan,Patrol,1987,SUV 3-porte,SUV,5,4249,1801,1800,2400,1920,213,,2500,Diesel,2826,116,6,85,83,Manuale,Trazione integrale (AWD),150,"14,2","11,2",12,"11,6",95
Nissan,Patrol,1987,SUV 5-porte,SUV,7,4821,1801,1791,2969,2020,216,,2500,Diesel,2826,116,6,"83,5",85,Manuale,Trazione integrale (AWD),150,"14,5","11,2",12,"11,6",95
Nissan,Patrol,1997,Pickup,Camioncino,2,5010,1930,1850,2970,,220,2287,,Diesel,2953,160,4,96,102,Manuale,Trazione integrale (AWD),160,"14,7","8,9","10,9",15,95
Nissan,Patrol,1997,Pickup,Camioncino,2,5010,1930,1850,2970,,220,2287,,Diesel,4169,145,4,96,102,Manuale,Trazione integrale (AWD),150,20,11,"15,5","14,8",95
Nissan,Patrol,1997,Pickup,Camioncino,2,5010,1930,1850,2970,,220,2287,,Diesel,4479,200,4,,,Manuale,Trazione integrale (AWD),170,20,12,16,"12,8",95
Nissan,Patrol,1997,SUV 3-porte,SUV,5,4340,1930,1855,2400,2130,215,1652,2405,Diesel,2826,129,4,,,Manuale,Trazione integrale (AWD),150,15,9,12,"14,8",95
Nissan,Patrol,1997,SUV 3-porte,SUV,5,4340,1930,1855,2400,2130,215,1652,2405,Diesel,2953,160,4,96,102,Automatico,Trazione integrale (AWD),160,"14,3","8,8","10,8","14,8",95
Nissan,Patrol,1997,SUV 3-porte,SUV,5,4340,1930,1855,2400,2130,215,1652,2405,Diesel,2953,160,4,96,102,Manuale,Trazione integrale (AWD),160,"14,7","8,9","10,9",15,95
Nissan,Patrol,1997,SUV 3-porte,SUV,5,4340,1930,1855,2400,2130,215,1652,2405,Diesel,4169,145,4,,,Automatico,Trazione integrale (AWD),150,20,"11,2","15,7","14,9",95
Nissan,Patrol,1997,SUV 3-porte,SUV,5,4340,1930,1855,2400,2130,215,1652,2405,Diesel,4169,145,4,,,Manuale,Trazione integrale (AWD),150,20,11,"15,5","14,8",95
Nissan,Patrol,1997,SUV 3-porte,SUV,5,4340,1930,1855,2400,2130,215,1652,2405,Benzina,4479,200,4,,,Automatico,Trazione integrale (AWD),170,"20,2","12,2","16,3","12,9",95
Nissan,Patrol,1997,SUV 3-porte,SUV,5,4340,1930,1855,2400,2130,215,1652,2405,Benzina,4479,200,4,,,Manuale,Trazione integrale (AWD),170,20,12,16,"12,8",95
Nissan,Patrol,1997,SUV 5-porte,SUV,7,4910,1930,1865,2970,1850,215,2226,2920,Diesel,2826,135,6,,,Manuale,Trazione integrale (AWD),150,"12,7","8,9","11,2",15,95
Nissan,Patrol,1997,SUV 5-porte,SUV,7,5094,1940,1855,2970,2410,220,2226,3110,Diesel,2953,160,4,,,Automatico,Trazione integrale (AWD),160,"13,9",9,"10,8","16,3",95
Nissan,Patrol,1997,SUV 5-porte,SUV,7,5094,1940,1855,2970,2365,220,2226,3200,Diesel,2953,160,4,,,Manuale,Trazione integrale (AWD),160,"14,3","8,8","10,8","15,2",95
Nissan,Patrol,1997,SUV 5-porte,SUV,7,4910,1930,1865,2970,2350,215,2226,2810,Diesel,4169,145,6,96,96,Automatico,Trazione integrale (AWD),147,"20,5","11,2","15,7","10,6",95
Nissan,Patrol,1997,SUV 5-porte,SUV,7,4910,1930,1865,2970,2350,215,2226,2810,Diesel,4169,160,6,96,96,Manuale,Trazione integrale (AWD),150,20,11,"15,5","9,9",95
Nissan,Patrol,1997,SUV 5-porte,SUV,7,4910,1930,1865,2970,2190,215,2226,2920,Benzina,4479,204,6,99,96,Automatico,Trazione integrale (AWD),160,20,12,"15,7",13,95
Nissan,Patrol,1997,SUV 5-porte,SUV,7,4910,1930,1865,2970,2190,215,2226,2920,Benzina,4479,204,6,99,96,Manuale,Trazione integrale (AWD),165,"19,7","11,6","15,2","12,5",95
Nissan,Patrol,2004,SUV 3-porte,SUV,5,4340,1930,1855,2400,2130,215,1652,,Diesel,2953,160,4,96,102,Automatico,Completo di plug-in,160,"13,9",9,"10,8","15,2",95
Nissan,Patrol,2004,SUV 3-porte,SUV,5,4340,1904,1855,2400,2130,215,1652,,Diesel,2953,160,4,96,102,Manuale,Completo di plug-in,160,"14,3","8,8","10,8","14,8",95
Nissan,Patrol,2004,SUV 3-porte,SUV,5,4340,1930,1855,2400,2250,215,1652,,Diesel,4200,116,6,,,Manuale,Completo di plug-in,,,,,,95
Nissan,Patrol,2004,SUV 3-porte,SUV,5,4340,1930,1855,2400,,215,1652,,Benzina,4759,258,6,"99,5",102,Automatico,Completo di plug-in,190,,,,,135
Nissan,Patrol,2004,SUV 5-porte,SUV,7,5030,1904,1855,2970,2355,215,2287,3080,Diesel,2953,160,4,96,102,Automatico,Completo di plug-in,160,"14,9",9,11,"15,5",95
Nissan,Patrol,2004,SUV 5-porte,SUV,7,5030,1940,1855,2970,2355,215,2287,3080,Diesel,2953,160,4,96,102,Manuale,Completo di plug-in,160,"14,7","8,9","10,9",15,95
